Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04610:Complement and coagulation cascades	11	3.767123287671233	1.587709554591184E-6	F11, C8B, C7, C9, MASP1, MASP2, C6, F8, F9, CFI, PLG	147	69	6879	7.460218870156758	2.9844508962506566E-4	2.9844508962506566E-4	0.0019698359149944444
KEGG_PATHWAY	hsa04110:Cell cycle	13	4.4520547945205475	1.10064893858187E-5	CCNE2, CCNB1, CDK1, CDC45, TTK, BUB1B, CHEK1, PTTG1, MCM2, GADD45B, MCM3, CCNA2, MCM6	147	124	6879	4.9060236998025015	0.0020670920086399702	0.0010340806657316293	0.013654772925186798
KEGG_PATHWAY	hsa00380:Tryptophan metabolism	8	2.73972602739726	1.7418231288867363E-5	AADAT, TDO2, OGDHL, ALDH2, IDO2, KMO, CYP1A2, INMT	147	40	6879	9.359183673469389	0.0032693001635538677	0.00109095647439994	0.021608460912048155
KEGG_PATHWAY	hsa04115:p53 signaling pathway	8	2.73972602739726	5.037362165047701E-4	CCNB1, CCNE2, CDK1, RRM2, IGF1, CHEK1, GADD45B, IGFBP3	147	67	6879	5.587572342369783	0.0903781081085615	0.023403359452906947	0.6231875208512871
KEGG_PATHWAY	hsa05020:Prion diseases	6	2.054794520547945	6.811016456347743E-4	EGR1, C8B, C7, C9, FYN, C6	147	34	6879	8.258103241296517	0.12022645137945642	0.02529278671441404	0.8417604057604611
KEGG_PATHWAY	hsa03030:DNA replication	6	2.054794520547945	8.918735269018784E-4	PRIM1, RFC4, MCM2, MCM3, FEN1, MCM6	147	36	6879	7.799319727891156	0.1544322965064051	0.02757063623896927	1.1009263549726533
KEGG_PATHWAY	hsa00340:Histidine metabolism	5	1.7123287671232876	0.0010576117944968535	ASPA, CNDP1, FTCD, ALDH2, UROC1	147	22	6879	10.63543599257885	0.18039784605153886	0.02801942771424204	1.3042812351843347
KEGG_PATHWAY	hsa01100:Metabolic pathways	42	14.383561643835616	0.0011841058214317648	CYP2C19, CNDP1, HSD17B2, CYP2B6, OGDHL, ADH1C, ADH1B, KMO, GCH1, PRIM1, TYMS, TDO2, ASPA, B3GNT5, MAT1A, ADH4, DHODH, GSTZ1, GPT2, AADAT, FTCD, IDO2, FBP1, EPHX2, CYP26A1, CYP1A2, CYP2E1, ACADL, MAN1C1, PCK1, GBA3, ACSM3, GGT5, G6PD, RRM2, HAO2, ALDH2, UROC1, CYP8B1, AKR1D1, ACSM5, NNMT	147	1219	6879	1.6123286065861946	0.19968013228544723	0.027458931511486262	1.4592260998218753
KEGG_PATHWAY	hsa00982:Drug metabolism - cytochrome P450	7	2.3972602739726026	0.003059629690684652	CYP2C19, CYP2B6, ADH4, ADH1C, ADH1B, CYP2E1, CYP1A2	147	68	6879	4.817226890756302	0.43790935174686096	0.062004604160440846	3.7305042168597313
KEGG_PATHWAY	hsa00980:Metabolism of xenobiotics by cytochrome P450	7	2.3972602739726026	0.00466848524554847	CYP2B6, ADH4, ADH1C, AKR7A3, ADH1B, CYP2E1, CYP1A2	147	74	6879	4.426640926640927	0.5851052194463364	0.08421442777882548	5.640384563545164
KEGG_PATHWAY	hsa04114:Oocyte meiosis	8	2.73972602739726	0.009086559081302986	CCNB1, CCNE2, CDK1, AR, CPEB3, IGF1, AURKA, PTTG1	147	111	6879	3.3726788012502302	0.8202308241012034	0.14444715685377496	10.707371789053767
KEGG_PATHWAY	hsa00830:Retinol metabolism	6	2.054794520547945	0.011232630498906467	CYP2B6, ADH4, ADH1C, ADH1B, CYP26A1, CYP1A2	147	64	6879	4.387117346938775	0.8804097867194275	0.16219817247282686	13.077269843954697
KEGG_PATHWAY	hsa00071:Fatty acid degradation	5	1.7123287671232876	0.011663469128541448	ADH4, ADH1C, ALDH2, ADH1B, ACADL	147	42	6879	5.570942662779398	0.8898178018746971	0.15605088126586897	13.546016071200729
KEGG_PATHWAY	hsa00010:Glycolysis / Gluconeogenesis	6	2.054794520547945	0.013529145126365967	ADH4, ADH1C, ALDH2, FBP1, ADH1B, PCK1	147	67	6879	4.190679256777337	0.9227602926339751	0.16716293639410607	15.549145476742222
KEGG_PATHWAY	hsa05204:Chemical carcinogenesis	6	2.054794520547945	0.027099886234433743	CYP2C19, ADH4, ADH1C, ADH1B, CYP2E1, CYP1A2	147	80	6879	3.5096938775510202	0.9942874267064246	0.2913113908421413	28.88452026395617
KEGG_PATHWAY	hsa00350:Tyrosine metabolism	4	1.36986301369863	0.03736684957864104	ADH4, ADH1C, ADH1B, GSTZ1	147	35	6879	5.348104956268222	0.9992226207614198	0.36075909363233805	37.655214482661115
KEGG_PATHWAY	hsa00590:Arachidonic acid metabolism	5	1.7123287671232876	0.04001109051567885	GGT5, CYP2C19, CYP2B6, EPHX2, CYP2E1	147	61	6879	3.8357310137169622	0.999536501252398	0.36337277108929056	39.74696983004124
KEGG_PATHWAY	hsa00120:Primary bile acid biosynthesis	3	1.0273972602739725	0.049406215176201015	CYP39A1, CYP8B1, AKR1D1	147	17	6879	8.258103241296517	0.9999270451032989	0.4109262213372469	46.66822689238027
KEGG_PATHWAY	hsa04978:Mineral absorption	4	1.36986301369863	0.06598039870821668	MT1M, MT1H, MT1X, MT1G	147	44	6879	4.25417439703154	0.9999973274477973	0.4910438973421295	57.12441695419845
KEGG_PATHWAY	hsa03430:Mismatch repair	3	1.0273972602739725	0.0846904465467306	EXO1, RFC4, MSH2	147	23	6879	6.103815439219165	0.9999999404635254	0.5647496232211535	66.64366309759761
KEGG_PATHWAY	hsa00310:Lysine degradation	4	1.36986301369863	0.09765681069706723	AADAT, OGDHL, ALDH2, BBOX1	147	52	6879	3.599686028257457	0.9999999959272476	0.6014609717975359	72.05512615376573
